_id,Year_Month,Card_type,Travel_Mode,Trip
5019,Apr-2024,Day Pass Child/Youth w/o SAF,train,26
5020,Apr-2024,Day Pass without SAF,bus,1078
5021,Apr-2024,Day Pass without SAF,ferry,34
5022,Apr-2024,Day Pass without SAF,light rail,61
5023,Apr-2024,Day Pass without SAF,metro,8.4
5024,Apr-2024,Day Pass without SAF,train,909.6
5025,Apr-2024,Employee,bus,63414
5026,Apr-2024,Employee,ferry,4565
5027,Apr-2024,Employee,light rail,9662
5028,Apr-2024,Employee,metro,8121.53
5029,Apr-2024,Employee,train,190294.89
5030,Apr-2024,Employee,unallocated,1
5031,Apr-2024,Free Travel,bus,27884
5032,Apr-2024,Free Travel,ferry,1919
5033,Apr-2024,Free Travel,light rail,3246
5034,Apr-2024,Free Travel,metro,1467.2
5035,Apr-2024,Free Travel,train,24357.12
5036,Apr-2024,On Demand,bus,57571
5037,Apr-2024,School Student,bus,656048
5038,Apr-2024,School Student,ferry,5517
5039,Apr-2024,School Student,light rail,22162
5040,Apr-2024,School Student,metro,81285.23
5041,Apr-2024,School Student,train,476402.87
5042,Apr-2024,Senior/Pensioner,bus,3158495
5043,Apr-2024,Senior/Pensioner,ferry,196066
5044,Apr-2024,Senior/Pensioner,light rail,405015
5045,Apr-2024,Senior/Pensioner,metro,137204.21
5046,Apr-2024,Senior/Pensioner,train,2335545.64
5047,Apr-2024,Sgl Trip Ferry Adult,ferry,26513
5048,Apr-2024,Sgl Trip Ferry Child/Youth,ferry,17666
5049,Apr-2024,Sgl Trip LR Adult,light rail,3925
5050,Apr-2024,Sgl Trip LR Child/Youth,light rail,2461
5051,Apr-2024,Sgl Trip Rail Adult,metro,3807.47
5052,Apr-2024,Sgl Trip Rail Adult,train,81105.78
5053,Apr-2024,Sgl Trip Rail Adult,unallocated,1
5054,Apr-2024,Sgl Trip Rail Child/Youth,metro,6167.17
5055,Apr-2024,Sgl Trip Rail Child/Youth,train,56796.91
5056,Apr-2024,Sgl Trip Rail Child/Youth,unallocated,1
5057,Apr-2024,UNKNOWN,bus,144
5058,Apr-2024,UNKNOWN,ferry,1
5059,Apr-2024,UNKNOWN,light rail,2
5060,Apr-2024,UNKNOWN,metro,19
5061,Apr-2024,UNKNOWN,train,145
5062,Apr-2025,Adult,bus,6183518
5063,Apr-2025,Adult,ferry,384257
5064,Apr-2025,Adult,light rail,1279221
5065,Apr-2025,Adult,metro,2176537.96
5066,Apr-2025,Adult,train,9004743.57
5067,Apr-2025,CTP,bus,7511779
5068,Apr-2025,CTP,ferry,888316
5069,Apr-2025,CTP,light rail,1715511
5070,Apr-2025,CTP,metro,2349744.16
5071,Apr-2025,CTP,train,8960501.8
5072,Apr-2025,Child/Youth,bus,729205
5073,Apr-2025,Child/Youth,ferry,108722
5074,Apr-2025,Child/Youth,light rail,155656
5075,Apr-2025,Child/Youth,metro,271922.31
5076,Apr-2025,Child/Youth,train,766391.43
5077,Apr-2025,Concession,bus,1056082
5078,Apr-2025,Concession,ferry,27316
5079,Apr-2025,Concession,light rail,360012
5080,Apr-2025,Concession,metro,447576.63
5081,Apr-2025,Concession,train,1370899.1
5082,Apr-2025,Day Pass Child/Youth w/o SAF,bus,7
5083,Apr-2025,Day Pass Child/Youth w/o SAF,ferry,1
5084,Apr-2025,Day Pass Child/Youth w/o SAF,light rail,4
5085,Apr-2025,Day Pass Child/Youth w/o SAF,metro,8
5086,Apr-2025,Day Pass Child/Youth w/o SAF,train,34
5087,Apr-2025,Day Pass without SAF,bus,918
5088,Apr-2025,Day Pass without SAF,ferry,43
5089,Apr-2025,Day Pass without SAF,light rail,69
5090,Apr-2025,Day Pass without SAF,metro,50.82
5091,Apr-2025,Day Pass without SAF,train,915.58
5092,Apr-2025,Employee,bus,74367
5093,Apr-2025,Employee,ferry,5064
5094,Apr-2025,Employee,light rail,13476
5095,Apr-2025,Employee,metro,34437.85
5096,Apr-2025,Employee,train,176170.89
5097,Apr-2025,Free Travel,bus,27526
5098,Apr-2025,Free Travel,ferry,1930
5099,Apr-2025,Free Travel,light rail,3677
5100,Apr-2025,Free Travel,metro,5104.33
5101,Apr-2025,Free Travel,train,22150.87
5102,Apr-2025,On Demand,bus,49932
5103,Apr-2025,School Student,bus,717253
5104,Apr-2025,School Student,ferry,6000
5105,Apr-2025,School Student,light rail,28712
5106,Apr-2025,School Student,metro,156573.73
5107,Apr-2025,School Student,train,472462.72
5108,Apr-2025,Senior/Pensioner,bus,3136107
5109,Apr-2025,Senior/Pensioner,ferry,194436
5110,Apr-2025,Senior/Pensioner,light rail,474695
5111,Apr-2025,Senior/Pensioner,metro,435647.21
5112,Apr-2025,Senior/Pensioner,train,2272153.88
5113,Apr-2025,Sgl Trip Ferry Adult,ferry,27713
5114,Apr-2025,Sgl Trip Ferry Child/Youth,ferry,18420
5115,Apr-2025,Sgl Trip LR Adult,light rail,4096
5116,Apr-2025,Sgl Trip LR Child/Youth,light rail,2727
5117,Apr-2025,Sgl Trip Rail Adult,metro,11053.64
5118,Apr-2025,Sgl Trip Rail Adult,train,70526.36
5119,Apr-2025,Sgl Trip Rail Child/Youth,metro,15592.32
5120,Apr-2025,Sgl Trip Rail Child/Youth,train,56154.8
5121,Apr-2025,UNKNOWN,bus,66
5122,Apr-2025,UNKNOWN,ferry,12
5123,Apr-2025,UNKNOWN,light rail,8
5124,Apr-2025,UNKNOWN,metro,2.11
5125,Apr-2025,UNKNOWN,train,71
5126,Aug-2024,Adult,bus,7134529
5127,Aug-2024,Adult,ferry,362762
5128,Aug-2024,Adult,light rail,1267089
5129,Aug-2024,Adult,metro,1514414.91
5130,Aug-2024,Adult,train,11522067.68
5131,Aug-2024,CTP,bus,7234374
5132,Aug-2024,CTP,ferry,634998
5133,Aug-2024,CTP,light rail,1483846
5134,Aug-2024,CTP,metro,1368611.17
5135,Aug-2024,CTP,train,10090564.95
5136,Aug-2024,Child/Youth,bus,635572
5137,Aug-2024,Child/Youth,ferry,64954
5138,Aug-2024,Child/Youth,light rail,102834
5139,Aug-2024,Child/Youth,metro,149909.13
5140,Aug-2024,Child/Youth,train,636391.04
5141,Aug-2024,Concession,bus,1100597
5142,Aug-2024,Concession,ferry,23687
5143,Aug-2024,Concession,light rail,236167
5144,Aug-2024,Concession,metro,337739.59
5145,Aug-2024,Concession,train,1617591.46
5146,Aug-2024,Day Pass Child/Youth w/o SAF,bus,10
5147,Aug-2024,Day Pass Child/Youth w/o SAF,ferry,58
5148,Aug-2024,Day Pass Child/Youth w/o SAF,light rail,17
5149,Aug-2024,Day Pass Child/Youth w/o SAF,metro,2
5150,Aug-2024,Day Pass Child/Youth w/o SAF,train,292
5151,Aug-2024,Day Pass without SAF,bus,1219
5152,Aug-2024,Day Pass without SAF,ferry,50
5153,Aug-2024,Day Pass without SAF,light rail,74
5154,Aug-2024,Day Pass without SAF,metro,32.44
5155,Aug-2024,Day Pass without SAF,train,974.6
5156,Aug-2024,Employee,bus,76565
5157,Aug-2024,Employee,ferry,4368
5158,Aug-2024,Employee,light rail,11051
5159,Aug-2024,Employee,metro,21640.27
5160,Aug-2024,Employee,train,212160.53
5161,Aug-2024,Free Travel,bus,30149
5162,Aug-2024,Free Travel,ferry,1784
5163,Aug-2024,Free Travel,light rail,3512
5164,Aug-2024,Free Travel,metro,4203.08
5165,Aug-2024,Free Travel,train,26000.04
5166,Aug-2024,On Demand,bus,57638
5167,Aug-2024,School Student,bus,1411393
5168,Aug-2024,School Student,ferry,10335
5169,Aug-2024,School Student,light rail,40717
5170,Aug-2024,School Student,metro,231151.12
5171,Aug-2024,School Student,train,1039430.46
5172,Aug-2024,Senior/Pensioner,bus,3401688
5173,Aug-2024,Senior/Pensioner,ferry,175547
5174,Aug-2024,Senior/Pensioner,light rail,422349
5175,Aug-2024,Senior/Pensioner,metro,355339.91
5176,Aug-2024,Senior/Pensioner,train,2609523.08
5177,Aug-2024,Sgl Trip Ferry Adult,ferry,19857
5178,Aug-2024,Sgl Trip Ferry Child/Youth,ferry,10279
5179,Aug-2024,Sgl Trip LR Adult,light rail,4327
5180,Aug-2024,Sgl Trip LR Child/Youth,light rail,2286
5181,Aug-2024,Sgl Trip Rail Adult,metro,6489.19
5182,Aug-2024,Sgl Trip Rail Adult,train,77568.83
5183,Aug-2024,Sgl Trip Rail Child/Youth,metro,8214.97
5184,Aug-2024,Sgl Trip Rail Child/Youth,train,43136.94
5185,Aug-2024,UNKNOWN,bus,150
5186,Aug-2024,UNKNOWN,ferry,25
5187,Aug-2024,UNKNOWN,light rail,2
5188,Aug-2024,UNKNOWN,metro,13.98
5189,Aug-2024,UNKNOWN,train,168
5190,Aug-2025,Adult,bus,6294343
5191,Aug-2025,Adult,ferry,291388
5192,Aug-2025,Adult,light rail,1223207
5193,Aug-2025,Adult,metro,2233610.92
5194,Aug-2025,Adult,train,9234726.52
5195,Aug-2025,CTP,bus,7694292
5196,Aug-2025,CTP,ferry,693528
5197,Aug-2025,CTP,light rail,1689759
5198,Aug-2025,CTP,metro,2462605.37
5199,Aug-2025,CTP,train,9436173.68
5200,Aug-2025,Child/Youth,bus,557475
5201,Aug-2025,Child/Youth,ferry,57292
5202,Aug-2025,Child/Youth,light rail,104454
5203,Aug-2025,Child/Youth,metro,182904.94
5204,Aug-2025,Child/Youth,train,560773.19
5205,Aug-2025,Concession,bus,1075599
5206,Aug-2025,Concession,ferry,20773
5207,Aug-2025,Concession,light rail,290643
5208,Aug-2025,Concession,metro,492992.99
5209,Aug-2025,Concession,train,1427385.75
5210,Aug-2025,Day Pass Child/Youth w/o SAF,bus,11
5211,Aug-2025,Day Pass Child/Youth w/o SAF,ferry,55
5212,Aug-2025,Day Pass Child/Youth w/o SAF,light rail,91
5213,Aug-2025,Day Pass Child/Youth w/o SAF,metro,2.41
5214,Aug-2025,Day Pass Child/Youth w/o SAF,train,327.59
5215,Aug-2025,Day Pass without SAF,bus,1190
5216,Aug-2025,Day Pass without SAF,ferry,40
5217,Aug-2025,Day Pass without SAF,light rail,170
5218,Aug-2025,Day Pass without SAF,metro,54.31
5219,Aug-2025,Day Pass without SAF,train,1317.7
5220,Aug-2025,Employee,bus,79758
5221,Aug-2025,Employee,ferry,4153
5222,Aug-2025,Employee,light rail,13015
5223,Aug-2025,Employee,metro,44428.58
5224,Aug-2025,Employee,train,220238.29
5225,Aug-2025,Free Travel,bus,28518
5226,Aug-2025,Free Travel,ferry,1760
5227,Aug-2025,Free Travel,light rail,3498
5228,Aug-2025,Free Travel,metro,5802.04
5229,Aug-2025,Free Travel,train,25431.27
5230,Aug-2025,On Demand,bus,32760
5231,Aug-2025,School Student,bus,1215988
5232,Aug-2025,School Student,ferry,8585
5233,Aug-2025,School Student,light rail,47742
5234,Aug-2025,School Student,metro,318985.54
5235,Aug-2025,School Student,train,909215.4
5236,Aug-2025,Senior/Pensioner,bus,3103105
5237,Aug-2025,Senior/Pensioner,ferry,154978
5238,Aug-2025,Senior/Pensioner,light rail,437921
5239,Aug-2025,Senior/Pensioner,metro,444632.79
5240,Aug-2025,Senior/Pensioner,train,2320569.5
5241,Aug-2025,Sgl Trip Ferry Adult,ferry,23175
5242,Aug-2025,Sgl Trip Ferry Child/Youth,ferry,10565
5243,Aug-2025,Sgl Trip LR Adult,light rail,3726
5244,Aug-2025,Sgl Trip LR Child/Youth,light rail,2033
5245,Aug-2025,Sgl Trip Rail Adult,metro,10782.94
5246,Aug-2025,Sgl Trip Rail Adult,train,70708.28
5247,Aug-2025,Sgl Trip Rail Child/Youth,metro,11449.84
5248,Aug-2025,Sgl Trip Rail Child/Youth,train,41642.41
5249,Aug-2025,UNKNOWN,bus,11
5250,Aug-2025,UNKNOWN,light rail,2
5251,Aug-2025,UNKNOWN,metro,0
5252,Aug-2025,UNKNOWN,train,31
5253,Dec-2024,Adult,bus,6253891
5254,Dec-2024,Adult,ferry,439177
5255,Dec-2024,Adult,light rail,1177408
5256,Dec-2024,Adult,metro,2022626.11
5257,Dec-2024,Adult,train,8944757.94
5258,Dec-2024,CTP,bus,7274067
5259,Dec-2024,CTP,ferry,997118
5260,Dec-2024,CTP,light rail,1558377
5261,Dec-2024,CTP,metro,2132477.06
5262,Dec-2024,CTP,train,8547228.96
5263,Dec-2024,Child/Youth,bus,730066
5264,Dec-2024,Child/Youth,ferry,116138
5265,Dec-2024,Child/Youth,light rail,143011
5266,Dec-2024,Child/Youth,metro,262402.02
5267,Dec-2024,Child/Youth,train,745774.52
5268,Dec-2024,Concession,bus,640198
5269,Dec-2024,Concession,ferry,24023
5270,Dec-2024,Concession,light rail,113431
5271,Dec-2024,Concession,metro,244179.41
5272,Dec-2024,Concession,train,768937.31
5273,Dec-2024,Day Pass Child/Youth w/o SAF,bus,134
5274,Dec-2024,Day Pass Child/Youth w/o SAF,ferry,37
5275,Dec-2024,Day Pass Child/Youth w/o SAF,light rail,22
5276,Dec-2024,Day Pass Child/Youth w/o SAF,metro,78
5277,Dec-2024,Day Pass Child/Youth w/o SAF,train,77
5278,Dec-2024,Day Pass without SAF,bus,837
5279,Dec-2024,Day Pass without SAF,ferry,55
5280,Dec-2024,Day Pass without SAF,light rail,53
5281,Dec-2024,Day Pass without SAF,metro,68.94
5282,Dec-2024,Day Pass without SAF,train,804.41
5283,Dec-2024,Employee,bus,75435
5284,Dec-2024,Employee,ferry,5455
5285,Dec-2024,Employee,light rail,12887
5286,Dec-2024,Employee,metro,39374.4
5287,Dec-2024,Employee,train,186692.89
5288,Dec-2024,Free Travel,bus,28291
5289,Dec-2024,Free Travel,ferry,1965
5290,Dec-2024,Free Travel,light rail,3316
5291,Dec-2024,Free Travel,metro,4889.28
5292,Dec-2024,Free Travel,train,21484.51
5293,Dec-2024,On Demand,bus,33285
5294,Dec-2024,School Student,bus,580977
5295,Dec-2024,School Student,ferry,9330
5296,Dec-2024,School Student,light rail,18806
5297,Dec-2024,School Student,metro,129950.52
5298,Dec-2024,School Student,train,404778.77
5299,Dec-2024,Senior/Pensioner,bus,3299749
5300,Dec-2024,Senior/Pensioner,ferry,197594
5301,Dec-2024,Senior/Pensioner,light rail,447318
5302,Dec-2024,Senior/Pensioner,metro,442860.89
5303,Dec-2024,Senior/Pensioner,train,2280444.49
5304,Dec-2024,Sgl Trip Ferry Adult,ferry,38059
5305,Dec-2024,Sgl Trip Ferry Child/Youth,ferry,22023
5306,Dec-2024,Sgl Trip LR Adult,light rail,5484
5307,Dec-2024,Sgl Trip LR Child/Youth,light rail,3135
5308,Dec-2024,Sgl Trip Rail Adult,metro,15324.57
5309,Dec-2024,Sgl Trip Rail Adult,train,88107.29
5310,Dec-2024,Sgl Trip Rail Child/Youth,metro,19561.19
5311,Dec-2024,Sgl Trip Rail Child/Youth,train,58962.28
5312,Dec-2024,UNKNOWN,bus,25
5313,Dec-2024,UNKNOWN,ferry,2
5314,Dec-2024,UNKNOWN,light rail,5
5315,Dec-2024,UNKNOWN,metro,26.88
5316,Dec-2024,UNKNOWN,train,185.36
5317,Dec-2025,Adult,bus,5810979
5318,Dec-2025,Adult,ferry,372951
5319,Dec-2025,Adult,light rail,1241299
5320,Dec-2025,Adult,metro,1890808.73
5321,Dec-2025,Adult,train,8515043.31
5322,Dec-2025,CTP,bus,8210781
5323,Dec-2025,CTP,ferry,1075303
5324,Dec-2025,CTP,light rail,1904347
5325,Dec-2025,CTP,metro,2245923.13
5326,Dec-2025,CTP,train,9548458.63
5327,Dec-2025,Child/Youth,bus,653193
5328,Dec-2025,Child/Youth,ferry,100928
5329,Dec-2025,Child/Youth,light rail,146164
5330,Dec-2025,Child/Youth,metro,211530.55
5331,Dec-2025,Child/Youth,train,674540.56
5332,Dec-2025,Concession,bus,640506
5333,Dec-2025,Concession,ferry,21390
5334,Dec-2025,Concession,light rail,150179
5335,Dec-2025,Concession,metro,251936.58
5336,Dec-2025,Concession,train,792781.82
5337,Dec-2025,Day Pass Child/Youth w/o SAF,bus,5
5338,Dec-2025,Day Pass Child/Youth w/o SAF,train,53
5339,Dec-2025,Day Pass without SAF,bus,1156
5340,Dec-2025,Day Pass without SAF,ferry,46
5341,Dec-2025,Day Pass without SAF,light rail,154
5342,Dec-2025,Day Pass without SAF,metro,69.62
5343,Dec-2025,Day Pass without SAF,train,1382.38
5344,Dec-2025,Employee,bus,83745
5345,Dec-2025,Employee,ferry,5646
5346,Dec-2025,Employee,light rail,16158
5347,Dec-2025,Employee,metro,47784.21
5348,Dec-2025,Employee,train,228616.8
5349,Dec-2025,Free Travel,bus,28536
5350,Dec-2025,Free Travel,ferry,1771
5351,Dec-2025,Free Travel,light rail,3680
5352,Dec-2025,Free Travel,metro,5044.94
5353,Dec-2025,Free Travel,train,23684.73
5354,Dec-2025,On Demand,bus,31451
5355,Dec-2025,School Student,bus,595405
5356,Dec-2025,School Student,ferry,8675
5357,Dec-2025,School Student,light rail,25640
5358,Dec-2025,School Student,metro,165088.08
5359,Dec-2025,School Student,train,448137.94
5360,Dec-2025,Senior/Pensioner,bus,3304105
5361,Dec-2025,Senior/Pensioner,ferry,190274
5362,Dec-2025,Senior/Pensioner,light rail,512812
5363,Dec-2025,Senior/Pensioner,metro,433032.47
5364,Dec-2025,Senior/Pensioner,train,2433791.26
5365,Dec-2025,Sgl Trip Ferry Adult,ferry,51018
5366,Dec-2025,Sgl Trip Ferry Child/Youth,ferry,23030
5367,Dec-2025,Sgl Trip LR Adult,light rail,4298
5368,Dec-2025,Sgl Trip LR Child/Youth,light rail,2589
5369,Dec-2025,Sgl Trip Rail Adult,metro,11806.55
5370,Dec-2025,Sgl Trip Rail Adult,train,81950.82
5371,Dec-2025,Sgl Trip Rail Child/Youth,metro,15442.31
5372,Dec-2025,Sgl Trip Rail Child/Youth,train,56466.31
5373,Dec-2025,UNKNOWN,bus,18
5374,Dec-2025,UNKNOWN,ferry,21
5375,Dec-2025,UNKNOWN,light rail,11
5376,Dec-2025,UNKNOWN,metro,4
5377,Dec-2025,UNKNOWN,train,42
5378,Feb-2024,Adult,bus,7225333
5379,Feb-2024,Adult,ferry,439905
5380,Feb-2024,Adult,light rail,1338746
5381,Feb-2024,Adult,metro,827154.05
5382,Feb-2024,Adult,train,11363762.05
5383,Feb-2024,Adult,unallocated,2
5384,Feb-2024,CTP,bus,7202865
5385,Feb-2024,CTP,ferry,834026
5386,Feb-2024,CTP,light rail,1560849
5387,Feb-2024,CTP,metro,601447.17
5388,Feb-2024,CTP,train,9947792.85
5389,Feb-2024,CTP,unallocated,1
5390,Feb-2024,Child/Youth,bus,731401
5391,Feb-2024,Child/Youth,ferry,62341
5392,Feb-2024,Child/Youth,light rail,118847
5393,Feb-2024,Child/Youth,metro,92914.72
5394,Feb-2024,Child/Youth,train,691902.55
5395,Feb-2024,Concession,bus,845806
5396,Feb-2024,Concession,ferry,20326
5397,Feb-2024,Concession,light rail,288433
5398,Feb-2024,Concession,metro,154549.55
5399,Feb-2024,Concession,train,1270833.71
5400,Feb-2024,Day Pass Child/Youth w/o SAF,bus,10
5401,Feb-2024,Day Pass Child/Youth w/o SAF,train,16
5402,Feb-2024,Day Pass without SAF,bus,1201
5403,Feb-2024,Day Pass without SAF,ferry,47
5404,Feb-2024,Day Pass without SAF,light rail,63
5405,Feb-2024,Day Pass without SAF,metro,13
5406,Feb-2024,Day Pass without SAF,train,1125
5407,Feb-2024,Employee,bus,58888
5408,Feb-2024,Employee,ferry,4041
5409,Feb-2024,Employee,light rail,9118
5410,Feb-2024,Employee,metro,7950.3
5411,Feb-2024,Employee,train,190308.95
5412,Feb-2024,Free Travel,bus,27696
5413,Feb-2024,Free Travel,ferry,1703
5414,Feb-2024,Free Travel,light rail,3157
5415,Feb-2024,Free Travel,metro,1474.84
5416,Feb-2024,Free Travel,train,23645.95
5417,Feb-2024,On Demand,bus,60557
5418,Feb-2024,School Student,bus,1528991
5419,Feb-2024,School Student,ferry,10853
5420,Feb-2024,School Student,light rail,46434
5421,Feb-2024,School Student,metro,169822.16
5422,Feb-2024,School Student,train,1039094.93
5423,Feb-2024,Senior/Pensioner,bus,3153299
5424,Feb-2024,Senior/Pensioner,ferry,182373
5425,Feb-2024,Senior/Pensioner,light rail,394978
5426,Feb-2024,Senior/Pensioner,metro,135537.4
5427,Feb-2024,Senior/Pensioner,train,2360824.73
5428,Feb-2024,Sgl Trip Ferry Adult,ferry,30903
5429,Feb-2024,Sgl Trip Ferry Child/Youth,ferry,10222
5430,Feb-2024,Sgl Trip LR Adult,light rail,4945
5431,Feb-2024,Sgl Trip LR Child/Youth,light rail,1848
5432,Feb-2024,Sgl Trip Rail Adult,metro,4160.27
5433,Feb-2024,Sgl Trip Rail Adult,train,100991.17
5434,Feb-2024,Sgl Trip Rail Child/Youth,metro,3917.25
5435,Feb-2024,Sgl Trip Rail Child/Youth,train,42363.77
5436,Feb-2024,UNKNOWN,bus,223
5437,Feb-2024,UNKNOWN,ferry,1
5438,Feb-2024,UNKNOWN,light rail,15
5439,Feb-2024,UNKNOWN,metro,37.02
5440,Feb-2024,UNKNOWN,train,275
5441,Feb-2025,Adult,bus,6528279
5442,Feb-2025,Adult,ferry,368918
5443,Feb-2025,Adult,light rail,1160956
5444,Feb-2025,Adult,metro,2146118.16
5445,Feb-2025,Adult,train,8738379.96
5446,Feb-2025,CTP,bus,7749283
5447,Feb-2025,CTP,ferry,873305
5448,Feb-2025,CTP,light rail,1535130
5449,Feb-2025,CTP,metro,2276463.92
5450,Feb-2025,CTP,train,8544354.35
5451,Feb-2025,Child/Youth,bus,705777
5452,Feb-2025,Child/Youth,ferry,59798
5453,Feb-2025,Child/Youth,light rail,107185
5454,Feb-2025,Child/Youth,metro,202541.37
5455,Feb-2025,Child/Youth,train,594771.8
5456,Feb-2025,Concession,bus,879201
5457,Feb-2025,Concession,ferry,23539
5458,Feb-2025,Concession,light rail,272303
5459,Feb-2025,Concession,metro,349099.76
5460,Feb-2025,Concession,train,1070152.35
5461,Feb-2025,Day Pass Child/Youth w/o SAF,bus,44
5462,Feb-2025,Day Pass Child/Youth w/o SAF,ferry,1
5463,Feb-2025,Day Pass Child/Youth w/o SAF,light rail,25
5464,Feb-2025,Day Pass Child/Youth w/o SAF,metro,0.6
5465,Feb-2025,Day Pass Child/Youth w/o SAF,train,45.4
5466,Feb-2025,Day Pass without SAF,bus,998
5467,Feb-2025,Day Pass without SAF,ferry,27
5468,Feb-2025,Day Pass without SAF,light rail,80
5469,Feb-2025,Day Pass without SAF,metro,43.78
5470,Feb-2025,Day Pass without SAF,train,860.12
5471,Feb-2025,Employee,bus,75830
5472,Feb-2025,Employee,ferry,4934
5473,Feb-2025,Employee,light rail,11341
5474,Feb-2025,Employee,metro,36370.94
5475,Feb-2025,Employee,train,172843.62
5476,Feb-2025,Free Travel,bus,29583
5477,Feb-2025,Free Travel,ferry,2041
5478,Feb-2025,Free Travel,light rail,3091
5479,Feb-2025,Free Travel,metro,5170.37
5480,Feb-2025,Free Travel,train,21386.35
5481,Feb-2025,On Demand,bus,49050
5482,Feb-2025,School Student,bus,1315644
5483,Feb-2025,School Student,ferry,10693
5484,Feb-2025,School Student,light rail,49817
5485,Feb-2025,School Student,metro,266581.94
5486,Feb-2025,School Student,train,833441.58
5487,Feb-2025,Senior/Pensioner,bus,3232711
5488,Feb-2025,Senior/Pensioner,ferry,191659
5489,Feb-2025,Senior/Pensioner,light rail,412609
5490,Feb-2025,Senior/Pensioner,metro,412570.2
5491,Feb-2025,Senior/Pensioner,train,2110941.37
5492,Feb-2025,Sgl Trip Ferry Adult,ferry,24140
5493,Feb-2025,Sgl Trip Ferry Child/Youth,ferry,7517
5494,Feb-2025,Sgl Trip LR Adult,light rail,3616
5495,Feb-2025,Sgl Trip LR Child/Youth,light rail,1163
5496,Feb-2025,Sgl Trip Rail Adult,metro,10603.18
5497,Feb-2025,Sgl Trip Rail Adult,train,69652.12
5498,Feb-2025,Sgl Trip Rail Child/Youth,metro,9891.8
5499,Feb-2025,Sgl Trip Rail Child/Youth,train,35032.32
5500,Feb-2025,UNKNOWN,bus,51
5501,Feb-2025,UNKNOWN,ferry,25
5502,Feb-2025,UNKNOWN,light rail,11
5503,Feb-2025,UNKNOWN,metro,5.68
5504,Feb-2025,UNKNOWN,train,93.79
5505,Feb-2026,Adult,bus,5976119
5506,Feb-2026,Adult,ferry,326030
5507,Feb-2026,Adult,light rail,1185181
5508,Feb-2026,Adult,metro,2071345.1
5509,Feb-2026,Adult,train,8649968.3
5510,Feb-2026,CTP,bus,8530017
5511,Feb-2026,CTP,ferry,915844
5512,Feb-2026,CTP,light rail,1829106
5513,Feb-2026,CTP,metro,2498548.1
5514,Feb-2026,CTP,train,9830378.17
5515,Feb-2026,Child/Youth,bus,606973
5516,Feb-2026,Child/Youth,ferry,50829
5517,Feb-2026,Child/Youth,light rail,114163
5518,Feb-2026,Child/Youth,metro,188194
5519,Feb-2026,Child/Youth,train,570493.21
5520,Feb-2026,Concession,bus,776853
5521,Feb-2026,Concession,ferry,19329
5522,Feb-2026,Concession,light rail,272419
5523,Feb-2026,Concession,metro,345349.2
5524,Feb-2026,Concession,train,1034321.08
5525,Feb-2026,Day Pass Child/Youth w/o SAF,bus,1
5526,Feb-2026,Day Pass Child/Youth w/o SAF,light rail,11
5527,Feb-2026,Day Pass Child/Youth w/o SAF,train,2
5528,Feb-2026,Day Pass without SAF,bus,1010
5529,Feb-2026,Day Pass without SAF,ferry,15
5530,Feb-2026,Day Pass without SAF,light rail,72
5531,Feb-2026,Day Pass without SAF,metro,47.6
5532,Feb-2026,Day Pass without SAF,train,1000.41
5533,Feb-2026,Employee,bus,82053
5534,Feb-2026,Employee,ferry,4566
5535,Feb-2026,Employee,light rail,13969
5536,Feb-2026,Employee,metro,45856.3
5537,Feb-2026,Employee,train,223358.81
5538,Feb-2026,Free Travel,bus,27444
5539,Feb-2026,Free Travel,ferry,1785
5540,Feb-2026,Free Travel,light rail,3761
5541,Feb-2026,Free Travel,metro,5229.37
5542,Feb-2026,Free Travel,train,24060.8
5543,Feb-2026,On Demand,bus,29641
5544,Feb-2026,School Student,bus,1286547
5545,Feb-2026,School Student,ferry,10218
5546,Feb-2026,School Student,light rail,55328
5547,Feb-2026,School Student,metro,332227.51
5548,Feb-2026,School Student,train,953866.1
5549,Feb-2026,Senior/Pensioner,bus,3135680
5550,Feb-2026,Senior/Pensioner,ferry,180833
5551,Feb-2026,Senior/Pensioner,light rail,490835
5552,Feb-2026,Senior/Pensioner,metro,439653.52
5553,Feb-2026,Senior/Pensioner,train,2337018.19
5554,Feb-2026,Sgl Trip Ferry Adult,ferry,38722
5555,Feb-2026,Sgl Trip Ferry Child/Youth,ferry,9560
5556,Feb-2026,Sgl Trip LR Adult,light rail,3239
5557,Feb-2026,Sgl Trip LR Child/Youth,light rail,1386
5558,Feb-2026,Sgl Trip Rail Adult,metro,10550.14
5559,Feb-2026,Sgl Trip Rail Adult,train,72519.55
5560,Feb-2026,Sgl Trip Rail Child/Youth,metro,9831.26
5561,Feb-2026,Sgl Trip Rail Child/Youth,train,37080.62
5562,Feb-2026,UNKNOWN,bus,15
5563,Feb-2026,UNKNOWN,metro,0.43
5564,Feb-2026,UNKNOWN,train,48
5565,Jan-2024,Adult,bus,6491822
5566,Jan-2024,Adult,ferry,504992
5567,Jan-2024,Adult,light rail,1204213
5568,Jan-2024,Adult,metro,709668.24
5569,Jan-2024,Adult,train,9997817.37
5570,Jan-2024,CTP,bus,6712175
5571,Jan-2024,CTP,ferry,917397
5572,Jan-2024,CTP,light rail,1366438
5573,Jan-2024,CTP,metro,513631.99
5574,Jan-2024,CTP,train,8614327.75
5575,Jan-2024,CTP,unallocated,1
5576,Jan-2024,Child/Youth,bus,963039
5577,Jan-2024,Child/Youth,ferry,175975
5578,Jan-2024,Child/Youth,light rail,190711
